Nearest Neighbors, 16, False, hsv, 3, 0.8354410257253586
Linear SVM, 16, False, hsv, 3, 0.7779749580991817
Decision Tree, 16, False, hsv, 3, 0.7313871635610766
Random Forest, 16, False, hsv, 3, 0.8919544544544543
Neural Net, 16, False, hsv, 3, 0.86660724896019
AdaBoost, 16, False, hsv, 3, 0.7852712807512635
Nearest Neighbors, 32, False, hsv, 3, 0.8648809804013871
Linear SVM, 32, False, hsv, 3, 0.8078261607673372
Decision Tree, 32, False, hsv, 3, 0.7954083115373437
Random Forest, 32, False, hsv, 3, 0.856140350877193
Neural Net, 32, False, hsv, 3, 0.8318731918014751
AdaBoost, 32, False, hsv, 3, 0.8627523844915149
Nearest Neighbors, 8, False, rgb, 5, 0.5316983016983017
Linear SVM, 8, False, rgb, 5, 0.6402261347565785
Decision Tree, 8, False, rgb, 5, 0.4156059000176648
Random Forest, 8, False, rgb, 5, 0.5359385155906895
Neural Net, 8, False, rgb, 5, 0.6423684210526316
AdaBoost, 8, False, rgb, 5, 0.431982234689107
Nearest Neighbors, 16, False, rgb, 5, 0.5857664299524765
Linear SVM, 16, False, rgb, 5, 0.677191372998721
Decision Tree, 16, False, rgb, 5, 0.5731965811965811
Random Forest, 16, False, rgb, 5, 0.6231304062294775
Neural Net, 16, False, rgb, 5, 0.6904889496468444
AdaBoost, 16, False, rgb, 5, 0.4372396878483835
Nearest Neighbors, 32, False, rgb, 5, 0.5803535971712226
Linear SVM, 32, False, rgb, 5, 0.6498009152570916
Decision Tree, 32, False, rgb, 5, 0.5699467747717935
Random Forest, 32, False, rgb, 5, 0.5897687074829931
Neural Net, 32, False, rgb, 5, 0.5438319832381626
AdaBoost, 32, False, rgb, 5, 0.3915113794775033
Nearest Neighbors, 8, False, rgb, 3, 0.7197101752428764
Linear SVM, 8, False, rgb, 3, 0.8568877055772804
Decision Tree, 8, False, rgb, 3, 0.6437229437229438
Random Forest, 8, False, rgb, 3, 0.7712943871706758
Neural Net, 8, False, rgb, 3, 0.7832308042834358
AdaBoost, 8, False, rgb, 3, 0.7566670814151218
Nearest Neighbors, 16, False, rgb, 3, 0.7561893444246385
Linear SVM, 16, False, rgb, 3, 0.876580052651675
Decision Tree, 16, False, rgb, 3, 0.6573067632850241
Random Forest, 16, False, rgb, 3, 0.819124839124839
Neural Net, 16, False, rgb, 3, 0.6981209150326797
AdaBoost, 16, False, rgb, 3, 0.759552071668533
Nearest Neighbors, 32, False, rgb, 3, 0.7883324564340493
Linear SVM, 32, False, rgb, 3, 0.9020511960652806
Decision Tree, 32, False, rgb, 3, 0.7418761680834388
Random Forest, 32, False, rgb, 3, 0.7790954219525648
Neural Net, 32, False, rgb, 3, 0.8418456869161094
AdaBoost, 32, False, rgb, 3, 0.7805835320066818
