Classifier, Bins, Mask, Colorspace, Classes, F1 1, F1 2, F1 3, F1 4, F1 5
Nearest Neighbors, 8, True, hsv, 5, 0.8582089552238806, 0.29411764705882354, 0.33333333333333326, 0.5925925925925927, 0.4102564102564103, 
Linear SVM, 8, True, hsv, 5, 0.8872180451127819, 0.4745762711864407, 0.45614035087719296, 0.7083333333333334, 0.375, 
Decision Tree, 8, True, hsv, 5, 0.8755020080321285, 0.3661971830985915, 0.5084745762711864, 0.5238095238095238, 0.42553191489361697, 
Random Forest, 8, True, hsv, 5, 0.897338403041825, 0.3076923076923077, 0.43636363636363634, 0.6868686868686869, 0.5853658536585367, 
Neural Net, 8, True, hsv, 5, 0.8105726872246696, 0.38636363636363635, 0.4262295081967213, 0.6590909090909092, 0.6521739130434783, 
AdaBoost, 8, True, hsv, 5, 0.8514056224899599, 0.417910447761194, 0.4193548387096774, 0.6451612903225806, 0.5128205128205128, 
Nearest Neighbors, 16, True, hsv, 5, 0.875, 0.42105263157894735, 0.2592592592592593, 0.6024096385542169, 0.4878048780487804, 
Linear SVM, 16, True, hsv, 5, 0.8931297709923663, 0.4193548387096774, 0.43636363636363634, 0.6736842105263159, 0.5, 
Decision Tree, 16, True, hsv, 5, 0.8270042194092827, 0.3414634146341463, 0.4126984126984126, 0.5365853658536585, 0.3913043478260869, 
Random Forest, 16, True, hsv, 5, 0.8725868725868726, 0.3272727272727273, 0.4827586206896552, 0.6666666666666667, 0.46153846153846156, 
Neural Net, 16, True, hsv, 5, 0.890566037735849, 0.41379310344827586, 0.32, 0.6666666666666666, 0.5599999999999999, 
AdaBoost, 16, True, hsv, 5, 0.8360655737704918, 0.4358974358974359, 0.4, 0.33766233766233766, 0.39215686274509803, 
Nearest Neighbors, 32, True, hsv, 5, 0.8818897637795274, 0.4155844155844156, 0.35714285714285715, 0.5882352941176471, 0.4736842105263157, 
Linear SVM, 32, True, hsv, 5, 0.8571428571428572, 0.3888888888888889, 0.339622641509434, 0.5609756097560975, 0.40909090909090906, 
Decision Tree, 32, True, hsv, 5, 0.825, 0.35443037974683544, 0.2692307692307692, 0.5376344086021505, 0.5217391304347826, 
Random Forest, 32, True, hsv, 5, 0.88715953307393, 0.37931034482758624, 0.5517241379310345, 0.7, 0.4864864864864865, 
Neural Net, 32, True, hsv, 5, 0.8474576271186441, 0.41666666666666663, 0.36111111111111105, 0.5238095238095238, 0.5217391304347826, 
AdaBoost, 32, True, hsv, 5, 0.8784313725490197, 0.4262295081967213, 0.4444444444444444, 0.6419753086419754, 0.3902439024390244, 
Nearest Neighbors, 8, True, hsv, 3, 0.9253731343283582, 0.32, 0.7679999999999999, 
Linear SVM, 8, True, hsv, 3, 0.9197530864197531, 0.35555555555555557, 0.8226950354609929, 
Decision Tree, 8, True, hsv, 3, 0.8881987577639752, 0.29090909090909095, 0.7669172932330828, 
Random Forest, 8, True, hsv, 3, 0.9418960244648318, 0.39999999999999997, 0.8115942028985507, 
Neural Net, 8, True, hsv, 3, 0.91875, 0.3548387096774194, 0.7500000000000001, 
AdaBoost, 8, True, hsv, 3, 0.9179331306990882, 0.4745762711864407, 0.8032786885245901, 
Nearest Neighbors, 16, True, hsv, 3, 0.9268292682926829, 0.27999999999999997, 0.7727272727272727, 
Linear SVM, 16, True, hsv, 3, 0.9329268292682927, 0.4583333333333333, 0.7761194029850745, 
Decision Tree, 16, True, hsv, 3, 0.9006211180124224, 0.39999999999999997, 0.7368421052631577, 
Random Forest, 16, True, hsv, 3, 0.9532710280373832, 0.5416666666666666, 0.8226950354609929, 
Neural Net, 16, True, hsv, 3, 0.925, 0.39285714285714285, 0.8358208955223881, 
AdaBoost, 16, True, hsv, 3, 0.9375, 0.4126984126984126, 0.7559055118110236, 
Nearest Neighbors, 32, True, hsv, 3, 0.9386503067484663, 0.35999999999999993, 0.8059701492537314, 
Linear SVM, 32, True, hsv, 3, 0.9309309309309309, 0.39024390243902435, 0.7794117647058824, 
Decision Tree, 32, True, hsv, 3, 0.89937106918239, 0.3728813559322034, 0.7518796992481205, 
Random Forest, 32, True, hsv, 3, 0.9433962264150944, 0.5, 0.8142857142857143, 
Neural Net, 32, True, hsv, 3, 0.9235668789808916, 0.3508771929824562, 0.8345323741007195, 
AdaBoost, 32, True, hsv, 3, 0.9259259259259259, 0.4615384615384615, 0.7438016528925621, 
Nearest Neighbors, 8, True, rgb, 5, 0.7985074626865671, 0.2727272727272727, 0.39999999999999997, 0.6493506493506493, 0.4545454545454546, 
Linear SVM, 8, True, rgb, 5, 0.8931297709923663, 0.46875, 0.4912280701754386, 0.7472527472527472, 0.3888888888888889, 
Decision Tree, 8, True, rgb, 5, 0.7659574468085107, 0.32098765432098764, 0.21428571428571427, 0.4565217391304348, 0.34782608695652173, 
Random Forest, 8, True, rgb, 5, 0.8498168498168499, 0.2909090909090909, 0.30769230769230765, 0.5681818181818181, 0.4761904761904762, 
Neural Net, 8, True, rgb, 5, 0.8296943231441047, 0.38554216867469876, 0.44067796610169496, 0.6530612244897959, 0.43902439024390244, 
AdaBoost, 8, True, rgb, 5, 0.7896995708154506, 0.3950617283950617, 0.3728813559322034, 0.4545454545454545, 0.36734693877551017, 
Nearest Neighbors, 16, True, rgb, 5, 0.8131868131868133, 0.2608695652173913, 0.3846153846153846, 0.463768115942029, 0.42553191489361697, 
Linear SVM, 16, True, rgb, 5, 0.8627450980392156, 0.3823529411764707, 0.5161290322580646, 0.6741573033707866, 0.2222222222222222, 
Decision Tree, 16, True, rgb, 5, 0.7563025210084032, 0.358974358974359, 0.14035087719298245, 0.4301075268817204, 0.3636363636363637, 
Random Forest, 16, True, rgb, 5, 0.8444444444444443, 0.43333333333333335, 0.3111111111111111, 0.568421052631579, 0.5, 
Neural Net, 16, True, rgb, 5, 0.8705882352941177, 0.4516129032258065, 0.4444444444444445, 0.6190476190476191, 0.5652173913043479, 
AdaBoost, 16, True, rgb, 5, 0.7583333333333333, 0.21818181818181817, 0.31460674157303375, 0.4197530864197531, 0.26666666666666666, 
Nearest Neighbors, 32, True, rgb, 5, 0.8072727272727273, 0.3283582089552239, 0.4313725490196078, 0.5, 0.39999999999999997, 
Linear SVM, 32, True, rgb, 5, 0.8527131782945736, 0.4109589041095891, 0.5084745762711864, 0.605263157894737, 0.3181818181818182, 
Decision Tree, 32, True, rgb, 5, 0.7905138339920948, 0.4050632911392405, 0.43636363636363634, 0.4615384615384615, 0.4444444444444444, 
Random Forest, 32, True, rgb, 5, 0.8592592592592593, 0.37931034482758624, 0.3111111111111111, 0.5833333333333334, 0.4878048780487804, 
Neural Net, 32, True, rgb, 5, 0.8368200836820083, 0.4819277108433735, 0.3636363636363636, 0.6041666666666667, 0.41666666666666663, 
AdaBoost, 32, True, rgb, 5, 0.7478991596638657, 0.3611111111111111, 0.2388059701492537, 0.4418604651162791, 0.3404255319148936, 
Nearest Neighbors, 8, True, rgb, 3, 0.9030303030303031, 0.4, 0.7846153846153845, 
Linear SVM, 8, True, rgb, 3, 0.9422492401215805, 0.4897959183673469, 0.8333333333333333, 
Decision Tree, 8, True, rgb, 3, 0.8333333333333333, 0.30303030303030304, 0.7166666666666666, 
Random Forest, 8, True, rgb, 3, 0.9036144578313252, 0.2631578947368421, 0.7857142857142858, 
Neural Net, 8, True, rgb, 3, 0.9285714285714286, 0.43333333333333335, 0.8169014084507041, 
AdaBoost, 8, True, rgb, 3, 0.8662420382165604, 0.4150943396226415, 0.6993006993006994, 
Nearest Neighbors, 16, True, rgb, 3, 0.9058823529411765, 0.39999999999999997, 0.72, 
Linear SVM, 16, True, rgb, 3, 0.9259259259259259, 0.5306122448979592, 0.8175182481751825, 
Decision Tree, 16, True, rgb, 3, 0.8250000000000001, 0.25396825396825395, 0.5669291338582677, 
