Classifier, Bins, Mask, Colorspace, Classes, F1 1, F1 2, F1 3, F1 4, F1 5
Nearest Neighbors, 8, True, hsv, 5, 0.8444444444444443, 0.0, 0.7142857142857143, 0.7333333333333334, 0.8333333333333333, 
Linear SVM, 8, True, hsv, 5, 0.9156626506024097, 0.5263157894736842, 0.7999999999999999, 0.7272727272727272, 0.7000000000000001, 
Decision Tree, 8, True, hsv, 5, 0.8607594936708861, 0.2105263157894737, 0.5263157894736842, 0.5806451612903226, 0.6363636363636364, 
Random Forest, 8, True, hsv, 5, 0.8941176470588235, 0.18181818181818182, 0.75, 0.8205128205128205, 0.8421052631578948, 
Neural Net, 8, True, hsv, 5, 0.9113924050632911, 0.631578947368421, 0.9411764705882353, 0.7058823529411765, 0.47619047619047616, 
AdaBoost, 8, True, hsv, 5, 0.8636363636363635, 0.26666666666666666, 0.7058823529411765, 0.5999999999999999, 0.39999999999999997, 
Nearest Neighbors, 16, True, hsv, 5, 0.9069767441860465, 0.5714285714285715, 0.7142857142857143, 0.8000000000000002, 0.846153846153846, 
Linear SVM, 16, True, hsv, 5, 0.9156626506024097, 0.625, 0.7777777777777777, 0.6666666666666667, 0.7826086956521738, 
Decision Tree, 16, True, hsv, 5, 0.8571428571428571, 0.4, 0.5333333333333333, 0.7058823529411765, 0.7272727272727273, 
Random Forest, 16, True, hsv, 5, 0.891566265060241, 0.18181818181818182, 0.7058823529411765, 0.7692307692307693, 0.9, 
Neural Net, 16, True, hsv, 5, 0.9382716049382716, 0.7499999999999999, 0.7999999999999999, 0.7692307692307693, 0.7368421052631579, 
AdaBoost, 16, True, hsv, 5, 0.9066666666666667, 0.33333333333333337, 0.823529411764706, 0.5283018867924528, 0.0, 
Nearest Neighbors, 32, True, hsv, 5, 0.951219512195122, 0.8235294117647058, 0.7142857142857143, 0.8484848484848485, 0.9166666666666666, 
Linear SVM, 32, True, hsv, 5, 0.935064935064935, 0.7826086956521738, 0.6666666666666665, 0.6666666666666667, 0.8181818181818182, 
Decision Tree, 32, True, hsv, 5, 0.8533333333333333, 0.5714285714285713, 0.4210526315789474, 0.7222222222222222, 0.7368421052631579, 
Random Forest, 32, True, hsv, 5, 0.8604651162790696, 0.18181818181818182, 0.7058823529411765, 0.7027027027027027, 0.8421052631578948, 
Neural Net, 32, True, hsv, 5, 0.9487179487179487, 0.9, 0.823529411764706, 0.7058823529411765, 0.5714285714285713, 
AdaBoost, 32, True, hsv, 5, 0.8433734939759037, 0.47058823529411764, 0.7272727272727273, 0.5517241379310345, 0.5263157894736842, 
Nearest Neighbors, 8, True, hsv, 3, 0.9702970297029703, 0.7142857142857143, 0.9090909090909091, 
Linear SVM, 8, True, hsv, 3, 0.9514563106796117, 0.7692307692307693, 0.9259259259259259, 
Decision Tree, 8, True, hsv, 3, 0.9278350515463918, 0.7058823529411765, 0.8571428571428571, 
Random Forest, 8, True, hsv, 3, 0.9791666666666666, 0.7999999999999999, 0.9152542372881356, 
Neural Net, 8, True, hsv, 3, 0.9504950495049506, 0.6153846153846154, 0.8928571428571429, 
AdaBoost, 8, True, hsv, 3, 0.9591836734693877, 0.6666666666666665, 0.888888888888889, 
Nearest Neighbors, 16, True, hsv, 3, 0.98, 0.7142857142857143, 0.9285714285714286, 
Linear SVM, 16, True, hsv, 3, 0.98989898989899, 0.823529411764706, 0.9259259259259259, 
Decision Tree, 16, True, hsv, 3, 0.9090909090909091, 0.625, 0.7999999999999999, 
Random Forest, 16, True, hsv, 3, 0.9473684210526316, 0.7999999999999999, 0.8666666666666666, 
Neural Net, 16, True, hsv, 3, 0.9795918367346939, 0.823529411764706, 0.9454545454545454, 
AdaBoost, 16, True, hsv, 3, 0.9484536082474228, 0.7058823529411765, 0.8571428571428571, 
Nearest Neighbors, 32, True, hsv, 3, 0.98989898989899, 0.7142857142857143, 0.9473684210526316, 
Linear SVM, 32, True, hsv, 3, 0.98989898989899, 0.7368421052631579, 0.8846153846153847, 
Decision Tree, 32, True, hsv, 3, 0.9072164948453607, 0.625, 0.8070175438596492, 
